name,base,type,frequency
Heiligenstein,Heiligenstein,NN,4429
Metallverarbeitung,Metallverarbeitung,NN,4429
Tiraden,Tirade,NN,4429
Grenzlinie,Grenzlinie,NN,4429
erkenntlich,erkenntlich,ADJD,4429
Allhartsberg,Allhartsberg,NE,4429
Aufbauhilfe,Aufbauhilfe,NN,4429
135,@ord@,ADJA,4429
Geschäftsreisende,Geschäftsreisende,NN,4428.680228
Supper,UNKNOWN,NE,4428.671869
Wacht,Wacht,NN,4428.571079
Dmitrij,UNKNOWN,NE,4428.525871
Nigg,UNKNOWN,NE,4428.466246
betont,betont,ADJD,4428.159801
Waffenrecht,Waffenrecht,NN,4428.121342
Barthes,UNKNOWN,NE,4428.073489
Siegesfeier,Siegesfeier,NN,4428
Vorbereitungsspiele,Vorbereitungsspiel,NN,4428
Besinnlichkeit,Besinnlichkeit,NN,4428
Weitspringer,Weitspringer,NN,4428
einfährt,einfahren,VVFIN,4428
Entwicklungsprozess,Entwicklungsprozess,NN,4428
Brief-,Brief-,TRUNC,4428
Schatzes,Schatz,NN,4428
bemisst,bemessen,VVFIN,4428
Fahrvereins,Fahrverein,NN,4428
EEG-Umlage,unknown,NN,4427.99335
Weingart,UNKNOWN,NE,4427.951107
Diesen,diese,PDS,4427.761795
Obelisken,Obelisk,NN,4427.746518
Größere,Größer,NN,4427.529714
Zöchling,UNKNOWN,NE,4427.511092
Tgl,UNKNOWN,NE,4427.497664
Hartley,UNKNOWN,NE,4427.487613
'nen,unknown,ADJA,4427.274998
Tablet,UNKNOWN,NE,4427.174852
Graphit,Graphit,NN,4427
Raufelder,Raufeld,NN,4427
Abgänger,Abgänger,NN,4427
fremdsprachiger,fremdsprachig,ADJA,4427
psychotherapeutische,psychotherapeutisch,ADJA,4427
Garri,Garri,NE,4427
wirre,wirr,ADJA,4427
Filmdebüt,Filmdebüt,NN,4427
Bundesbauminister,Bundesbauminister,NN,4427
ausdrücklicher,ausdrücklich,ADJA,4426.975383
'The,unknown,NE,4426.896411
Response,UNKNOWN,NE,4426.688136
wikimedia,UNKNOWN,NE,4426.607896
verdammten,verdammt,ADJA,4426.354994
Zamora,UNKNOWN,NE,4426.308668
Waldbränden,Waldbrand,NN,4426.231361
Klubgeschichte,Klubgeschichte,NN,4426.112362
Rettungsversuch,Rettungsversuch,NN,4426
statte,statten,VVFIN,4426
Technokraten,Technokrat,NN,4426
sinnvollsten,sinnvoll,ADJA,4426
Vorschuss,Vorschuss,NN,4426
Strafuntersuchung,Strafuntersuchung,NN,4426
Sechzehner,Sechzehner,NN,4425.94569
lauten,lauten,VVFIN,4425.919043
Nackte,nackt,ADJA,4425.886462
Alcoa,UNKNOWN,NE,4425.106181
Ergebnishaushalt,Ergebnishaushalt,NN,4425.00039
Gutendorf,Gutendorf,NN,4425
Heidberg,Heidberg,NE,4425
Kapitalflucht,Kapitalflucht,NN,4425
Obsessionen,Obsession,NN,4425
1333,@card@,CARD,4425
Ermüdung,Ermüdung,NN,4425
Fachkenntnis,Fachkenntnis,NN,4425
Live-Sendung,Live-Sendung,NN,4425
Feuerwehrgerätehauses,Feuerwehrgerätehaus,NN,4425
Körperlich,körperlich,ADJD,4425
Diyarbakir,UNKNOWN,NE,4424.973572
Shinji,UNKNOWN,NE,4424.72701
13-Jährigen,unknown,ADJA,4424.42483
Petacchi,UNKNOWN,NE,4424.407222
Königsplatz,Königsplatz,NN,4424
Ordnern,Ordner,NN,4424
Biokraftstoffe,Biokraftstoff,NN,4424
Waechter,Wächter,NN,4424
Abzugs,Abzug,NN,4424
1469,@card@,CARD,4424
Bräute,Braut,NN,4424
Moto,UNKNOWN,NE,4423.630653
Abdrücke,Abdruck,NN,4423.436197
Saint-Denis,unknown,NE,4423.276904
|autor=,unknown,NN,4423.270424
Entscheiden,entscheiden,VVINF,4423.135112
Patrol,UNKNOWN,NE,4423.095965
apokalyptische,apokalyptisch,ADJA,4423
Belarus,Belarus,NE,4423
zuzufügen,zufügen,VVIZU,4423
Rohwein,Rohwein,NN,4423
Verfassungsgerichtshofs,Verfassungsgerichtshof,NN,4423
Wahlbezirke,Wahlbezirk,NN,4423
Kairos,Kairo,NE,4423
Hauptanteil,Hauptanteil,NN,4423
FDP-Koalition,unknown,NN,4423
Ökologen,Ökologe,NN,4423
Castor-Transport,unknown,NN,4422.966819
Espace,UNKNOWN,NE,4422.785824
fb,fb,NE,4422.768573
Fitness-,unknown,TRUNC,4422.655067
Familienabend,Familienabend,NN,4422.624284
Isère,UNKNOWN,NE,4422.467396
kursierte,kursieren,VVFIN,4422.310459
Kartellrecht,Kartellrecht,NN,4422.277718
reihum,reihum,ADV,4422
Hauptredner,Hauptredner,NN,4422
1452,@card@,CARD,4422
Parlamentsdebatte,Parlamentsdebatte,NN,4422
Familienarbeit,Familienarbeit,NN,4422
Autobahnzubringer,Autobahnzubringer,NN,4422
Moosbrugger,UNKNOWN,NE,4421.948523
Kriegern,Krieger,NN,4421.777724
KGS,UNKNOWN,NE,4421.743612
Nightmare,UNKNOWN,NE,4421.739514
Nied,UNKNOWN,NE,4421.738631
Zimmers,Zimmer,NE,4421.691816
Seelenheil,Seelenheil,NN,4421.632049
AT,AT,NN,4421.371635
menschlicher,menschlich,ADJD,4421.367555
Era,UNKNOWN,NE,4421.299827
Benutzernamen,Benutzername,NN,4421.23987
Bruchs,Bruch,NN,4421
einflußreiche,einflußreich,ADJA,4421
Geschäftsbereichs,Geschäftsbereich,NN,4421
aromatische,aromatisch,ADJA,4421
Betriebsvereinbarung,Betriebsvereinbarung,NN,4421
Florinsmarkt,UNKNOWN,NE,4420.974361
Beisel,UNKNOWN,NE,4420.964014
unternehmerischer,unternehmerisch,ADJA,4420.683816
Bürgerliche,Bürgerliche,NN,4420.446656
Metternicher,UNKNOWN,ADJA,4420.33465
beschäftigten,beschäftigt,ADJA,4420.302277
My,my,NE,4420.058605
Kiki,UNKNOWN,NE,4420.016734
Yachthafen,Yachthafen,NN,4420.003189
647,@card@,CARD,4420
Lauenstein,Lauenstein,NN,4420
JAHRE,Jahr,NN,4420
Formulierungsvorschlag,Formulierungsvorschlag,NN,4420
Rechtsstreits,Rechtsstreit,NN,4420
Salut,Salut,NN,4420
Tabernakel,Tabernakel,NN,4420
versunkene,versunken,ADJA,4420
synthetisch,synthetisch,ADJD,4420
türkischstämmigen,türkischstämmig,ADJA,4420
Fäulnis,Fäulnis,NN,4420
Irgendwelche,irgendwelche,PIAT,4419.893046
Comet,UNKNOWN,NE,4419.414906
contribs,unknown,NN,4419.374998
SALZGITTER-BAD,unknown,NN,4419.213921
Nürburg,Nürburg,NE,4419
1152,@card@,CARD,4419
Tapie,Tapie,NE,4419
Löbau,Löbau,NE,4419
Fernsehpublikum,Fernsehpublikum,NN,4419
28-jähriger,unknown,ADJA,4418.757905
Partikeln,Partikel,NN,4418.629107
SEL,SEL,NE,4418.503323
forschen,forschen,VVFIN,4418.363057
Almaty,UNKNOWN,NE,4418.114554
Nabokov,UNKNOWN,NE,4418.0286
Randlage,Randlage,NN,4418
Sozialverbandes,Sozialverband,NN,4418
Ravels,Ravel,NE,4418
Tabellensechsten,Tabellensechst,NN,4418
1955/,@card@,CARD,4418
Mixer,Mixer,NN,4418
Schleudersitz,Schleudersitz,NN,4418
Kulturgütern,Kulturgut,NN,4418
Fabrikation,Fabrikation,NN,4418
widerrief,widerrufen,VVFIN,4418
Aufkauf,Aufkauf,NN,4418
g.,unknown,VVFIN,4417.704065
Maissen,UNKNOWN,NE,4417.688002
denselben,dieselbe,PDS,4417.685796
Jeannette,jeannett,ADJA,4417.641597
Sexueller,sexuell,ADJA,4417.467447
Großteils,Großteil,NN,4417.06329
Drewermann,Drewermann,NE,4417
Mitfahrgelegenheit,Mitfahrgelegenheit,NN,4417
Standplatz,Standplatz,NN,4417
Arbeitsunfähigkeit,Arbeitsunfähigkeit,NN,4417
suboptimal,suboptimal,ADJD,4417
Bergwertung,Bergwertung,NN,4417
Zweierbob,Zweierbob,NN,4417
Zentralrates,Zentralrat,NN,4417
angeraten,angeraten|anraten,VVPP,4416.978809
Wattwil,UNKNOWN,NN,4416.678499
BBB,UNKNOWN,NE,4416.526554
Atom/,unknown,NE,4416.436639
Seitental,Seitental,NN,4416.387929
konsolidierte,konsolidiert,ADJA,4416.090205
Nürburgrings,Nürburgring,NN,4416
Weinbaus,Weinbau,NN,4416
11:01,@card@,CARD,4416
saisonbereinigt,saisonbereinigt,ADJD,4416
Finma,UNKNOWN,NE,4415.897668
Cedar,UNKNOWN,NE,4415.381617
dezimierten,dezimiert,ADJA,4415.208865
Brülisauer,UNKNOWN,NE,4415.174735
Malek,UNKNOWN,NE,4415.156206
Greise,Greis,NN,4415.009858
Identifikationsfigur,Identifikationsfigur,NN,4415
Staustufe,Staustufe,NN,4415
Trauerzug,Trauerzug,NN,4415
leichtfüßig,leichtfüßig,ADJD,4415
Bodenständigkeit,Bodenständigkeit,NN,4415
Überraschungscoup,Überraschungscoup,NN,4415
Motorsägen,Motorsäge,NN,4414.861166
Reds,UNKNOWN,NE,4414.785278
Polarforscher,Polarforscher,NN,4414.566346
Uldall,UNKNOWN,NE,4414.377985
Nordbräu,unknown,NN,4414.263122
Dreißig,Dreißig,NN,4414.227089
Artikel|beschreibt,unknown,NN,4414.197369
Sterntaler,Sterntaler,NN,4414.194117
umgestürzt,umstürzen,VVPP,4414
Reiseveranstaltern,Reiseveranstalter,NN,4414
Verzückung,Verzückung,NN,4414
Informationstafel,Informationstafel,NN,4414
Deuschle,Deuschle,NE,4414
Rolli,Rolli,NN,4414
Möbelstücke,Möbelstück|Möbelstücke,NN,4414
äußerliche,äußerlich,ADJA,4414
Ost-Timor,Ost-Timor,NE,4414
ausgerufenen,ausgerufen,ADJA,4414
unterstreiche,unterstreichen,VVFIN,4414
Dad,UNKNOWN,NE,4413.866599
Fallpauschalen,Fallpauschale,NN,4413.745205
bemühte,bemüht,ADJA,4413.700333
Niederahr,UNKNOWN,NE,4413.428376
Minderjähriger,Minderjährige,NN,4413.189276
Prius,UNKNOWN,NE,4413.183239
Mitstreiterinnen,Mitstreiterin,NN,4413.180376
Kamine,Kamin,NN,4413
Autokäufer,Autokäufer,NN,4413
Feuerball,Feuerball,NN,4413
presst,pressen,VVFIN,4413
schnörkellos,schnörkellos,ADJD,4413
interreligiösen,interreligiös,ADJA,4413
Faustus,Faustus,NE,4413
ambivalente,ambivalent,ADJA,4413
Kriminologe,Kriminologe,NN,4413
Ferienanlage,Ferienanlage,NN,4413
reaktionäre,reaktionär,ADJA,4413
gleichgemacht,gleichmachen,VVPP,4413
Gaflenz,UNKNOWN,NE,4412.694552
Externe,Externe,NN,4412.603301
Niedersachsens,UNKNOWN,ADV,4412.541672
Kloiber,UNKNOWN,NE,4412.388368
Heels,UNKNOWN,NE,4412.385717
med,med,NE,4412.168724
I/,unknown,NN,4412.151845
Lehrkörper,Lehrkörper,NN,4412
Eingrenzung,Eingrenzung,NN,4412
oberpfälzischen,oberpfälzisch,ADJA,4412
Lebenspartnerin,Lebenspartnerin,NN,4412
TV-Programm,TV-Programm,NN,4412
Heimtrainer,Heimtrainer,NN,4412
sonnigem,sonnig,ADJA,4412
Vertragsparteien,Vertragspartei,NN,4412
Ex-Ministerpräsident,Ex-Ministerpräsident,NN,4412
Gesamt-Weltcup,unknown,NN,4411.544212
verschenken,verschenken,VVFIN,4411.015639
Lehrpersonal,Lehrpersonal,NN,4411
Laubbäume,Laubbaum,NN,4411
Auslandsinvestitionen,Auslandsinvestition,NN,4411
gesuchter,gesucht,ADJA,4410.995671
historique,UNKNOWN,NE,4410.775515
71-jährige,unknown,ADJA,4410.56999
Daschner,UNKNOWN,NE,4410.497024
Crespo,UNKNOWN,NE,4410.458955
6:09,@card@,CARD,4410
karibische,karibisch,ADJA,4410
Penthouse,Penthouse,NN,4410
Trainingsspiel,Trainingsspiel,NN,4410
versprechenden,versprechend,ADJA,4410
aufwacht,aufwachen,VVFIN,4410
lohnendes,lohnend,ADJA,4410
Weißweine,Weißwein,NN,4410
Monschauer,UNKNOWN,NE,4409.996649
vorschieben,vorschieben,VVINF,4409.840098
Schunkeln,Schunkeln,NN,4409.6972
Oboen,Oboe,NN,4409.518278
Curdin,UNKNOWN,NE,4409.472116
pm/,unknown,NE,4409.423871
j.,unknown,VVFIN,4409.402135
Theatergeschichte,Theatergeschichte,NN,4409.125847
Tierliebe,Tierliebe,NN,4409.059058
aufrechter,aufrecht,ADJA,4409.040786
abwirft,abwerfen,VVFIN,4409
Anspach,Anspach,NE,4409
1226,@card@,CARD,4409
Fairneß,Fairneß,NN,4409
Amstutz,UNKNOWN,NE,4408.585014
Ouattara,UNKNOWN,NE,4408.553647
entscheidender,entscheidend,ADJD,4408.451119
Bundesforste,Bundesforst,NN,4408.296712
analysis,unknown,NE,4408.212288
Minze,Minze,NN,4408
pessimistische,pessimistisch,ADJA,4408
Witold,Witold,NE,4408
Parasit,Parasit,NN,4408
Versachlichung,Versachlichung,NN,4408
Mahnmals,Mahnmal,NN,4408
anzurichten,anrichten,VVIZU,4408
Bismarckturm,Bismarckturm,NN,4408
südöstliche,südöstlich,ADJA,4408
Frühpension,Frühpension,NN,4408
Versicherungspflicht,Versicherungspflicht,NN,4407.814593
Pam,UNKNOWN,NE,4407.725202
Kundert,UNKNOWN,NE,4407.709527
gehackt,hacken,VVPP,4407.617647
Fußballsport,Fußballsport,NN,4407.607619
verteufelt,verteufeln,VVPP,4407.585124
Yvette,Yvette,NE,4407.39573
Jahrgangsangehörigen,Jahrgangsangehörige,NN,4407.249528
Sawatzki,UNKNOWN,NE,4407.053099
'92,'92,CARD,4407
Leistungskatalog,Leistungskatalog,NN,4407
Vorlesewettbewerb,Vorlesewettbewerb,NN,4407
Theodora,UNKNOWN,NE,4406.665122
klammern,klammern,VVFIN,4406.493726
einmarschiert,einmarschieren,VVPP,4406.369129
Tischplatte,Tischplatte,NN,4406.240811
1322,@card@,CARD,4406
hellrotes,hellrot,ADJA,4406
Volleyschuss,Volleyschuss,NN,4406
brandneue,brandneu,ADJA,4406
Zerrbild,Zerrbild,NN,4406
Wasserstrahl,Wasserstrahl,NN,4406
andre,andere,PIS,4405.973591
Pädophilen,Pädophil,NN,4405.884348
zurückkaufen,zurückkaufen,VVINF,4405.398588
Retzer,UNKNOWN,ADJA,4405.179466
Oberschenkelzerrung,Oberschenkelzerrung,NN,4405
gepriesene,gepriesen,ADJA,4405
Beatmung,Beatmung,NN,4405
lebensrettende,lebensrettend,ADJA,4405
museale,museal,ADJA,4405
Selbstbeschränkung,Selbstbeschränkung,NN,4405
Serum,Serum,NN,4405
nasa,Nasa,NE,4404.884869
Iniesta,UNKNOWN,NE,4404.490729
erleichterten,erleichtert,ADJA,4404.194933
Wadi,UNKNOWN,NE,4404.190818
Selbstreflexion,Selbstreflexion,NN,4404
Landgasthaus,Landgasthaus,NN,4404
Zieles,Ziel,NN,4404
Suppenküche,Suppenküche,NN,4404
Gutenbergstraße,Gutenbergstraße,NN,4404
Vorankündigung,Vorankündigung,NN,4404
Gaskammer,Gaskammer,NN,4404
Anschauungsunterricht,Anschauungsunterricht,NN,4404
Versammlungsleiter,Versammlungsleiter,NN,4404
Kiesbauer,Kiesbauer,NN,4404
Westerland,Westerland,NE,4404
Bänderdehnung,Bänderdehnung,NN,4404
westafrikanische,westafrikanisch,ADJA,4404
muslimisch,muslimisch,ADJD,4404
Breakfast,UNKNOWN,NE,4403.872745
Hueske,UNKNOWN,NE,4403.740291
Destedt,UNKNOWN,NE,4403.632076
Rennwochenende,Rennwochenende,NN,4403.463197
umstimmen,umstimmen,VVINF,4403.325768
Schweikert,UNKNOWN,NE,4403.163741
Valéry,UNKNOWN,NE,4403.07932
Abstürze,Abstürz,NN,4403.069568
Beladung,Beladung,NN,4403
Bahnfahrer,Bahnfahrer,NN,4403
1212,@card@,CARD,4403
Abgeklärtheit,Abgeklärtheit,NN,4403
3:08,@card@,CARD,4403
Kaufverhalten,Kaufverhalten,NN,4403
Vorwärtsbewegung,Vorwärtsbewegung,NN,4403
Grenzer,Grenzer,NN,4403
lebenswerte,lebenswert,ADJA,4403
Verweigerungshaltung,Verweigerungshaltung,NN,4403
ausgemachte,ausgemacht,ADJA,4403
Sangerhausen,Sangerhausen,NE,4402.840208
FUCHS,Fuchs,NE,4402.68783
Kerala,UNKNOWN,NE,4402.450504
UN-Konvention,unknown,NN,4402.433019
Dinther,UNKNOWN,NE,4402.215351
#NAME?,unknown,NN,4402.151597
Ibertsberger,UNKNOWN,NE,4402.096573
Friedhofsmauer,Friedhofsmauer,NN,4402.061993
Staatsreligion,Staatsreligion,NN,4402
wirtschaft,UNKNOWN,ADJD,4402
Trauermarsch,Trauermarsch,NN,4402
Freibeuter,Freibeuter,NN,4402
Kundengelder,Kundengeld,NN,4402
0:58,@card@,CARD,4402
Militärausgaben,Militärausgabe,NN,4402
Blitzen,Blitz,NN,4401.994764
erweitern,erweitern,VVFIN,4401.520457
Zwiebelkuchen,Zwiebelkuchen,NN,4401.44472
Nebenfiguren,Nebenfigur,NN,4401.384025
dekorierte,dekoriert,ADJA,4401.288016
NORBERT,Norbert,NE,4401.047838
Lebenselixier,Lebenselixier,NN,4401
Büttenrede,Büttenrede,NN,4401
1901,@ord@,ADJA,4401
26-,@card@,CARD,4401
1447,@card@,CARD,4401
ebensoviel,ebensoviel,ADV,4401
Verdienstmöglichkeiten,Verdienstmöglichkeit,NN,4401
Maiwald,Maiwald,NN,4401
plauderten,plaudern,VVFIN,4401
Münstereifel,Münstereifel,NE,4401
Nordkap,Nordkap,NN,4401
Drogenmissbrauch,Drogenmissbrauch,NN,4401
messbaren,messbar,ADJA,4401
Brummen,Brummen,NN,4400.992485
Schanz,UNKNOWN,NE,4400.822149
Papen,UNKNOWN,NE,4400.75091
Zeitleiste,Zeitleiste,NN,4400.537287
Mainz-Bingen,unknown,ADJA,4400.27573
Werkrealschule,Werkrealschule,NN,4400
Spielkarten,Spielkarte,NN,4400
Stiftsbibliothek,Stiftsbibliothek,NN,4400
Unterfinanzierung,Unterfinanzierung,NN,4400
Normalspur,Normalspur,NN,4400
Borgia,UNKNOWN,NE,4399.885759
Dettum,UNKNOWN,NE,4399.528056
dannen,UNKNOWN,ADJA,4399.400077
Olma,UNKNOWN,NE,4399.33156
Zufrieden,Zufrieden,NN,4399
übliches,üblich,ADJA,4399
Wellnessbereich,Wellnessbereich,NN,4399
verwickelte,verwickeln,VVFIN,4398.926
publisher,UNKNOWN,NE,4398.780901
Röntgenstrahlen,Röntgenstrahl,NN,4398.695674
sk/,unknown,NE,4398.572652
nordöstlicher,nordöstlich,ADJA,4398.482768
Gesehen,sehen,VVPP,4398.447975
Hirst,UNKNOWN,NE,4398.098442
span,unknown,ADJD,4398.074951
need,UNKNOWN,NE,4398.044553
Waldenburg,Waldenburg,NE,4398
haus,haus,PTKVZ,4398
Gnadengesuch,Gnadengesuch,NN,4398
Kleinformat,Kleinformat,NN,4398
Brummis,Brummi,NN,4398
Unterbewusstsein,Unterbewusstsein,NN,4398
Nordwestmecklenburg,Nordwestmecklenburg,NE,4398
aufgesetzten,aufgesetzt,ADJA,4398
Schienennetzes,Schienennetz,NN,4398
Gänseblümchen,Gänseblümchen,NN,4397.993872
checken,checken,VVINF,4397.759585
normaler,normal,ADJD,4397.51157
Waidhofner,UNKNOWN,NE,4397.293273
origineller,originell,ADJA,4397.071831
du's,unknown,VVFIN,4397.012428
auszugsweisen,auszugsweis,ADJA,4397
Imageverlust,Imageverlust,NN,4397
ruderte,rudern,VVFIN,4397
Anmietung,Anmietung,NN,4397
Hantel,Hantel,NN,4397
Anwesenden,anwesend,ADJA,4396.747374
Unterrichtseinheiten,Unterrichtseinheit,NN,4396.634797
Desiree,UNKNOWN,NE,4396.497433
1990er,unknown,NN,4396.270485
nachzahlen,nachzahlen,VVINF,4396.240056
Rabbit,UNKNOWN,NE,4396.203947
Amanatidis,UNKNOWN,NE,4396.03143
motivierend,motivierend,ADJD,4396
verstarben,versterben,VVFIN,4396
9:21,@card@,CARD,4396
"22,3",@card@,CARD,4396
Unterausschuss,Unterausschuss,NN,4396
Hirnhautentzündung,Hirnhautentzündung,NN,4396
Laboratories,Laboratories,NE,4396
"1,67",@card@,CARD,4396
aufgezeichneten,aufgezeichnet,ADJA,4396
1318,@card@,CARD,4396
Tarnhose,Tarnhose,NN,4396
Valente,UNKNOWN,NE,4395.90394
Wassertropfen,Wassertropfen,NN,4395.708284
Musiksaal,Musiksaal,NN,4395.24746
Thalwil,UNKNOWN,NE,4395.227922
Herausgebers,Herausgeber,NN,4395
Zahltag,Zahltag,NN,4395
Banalitäten,Banalität,NN,4395
Wohngegend,Wohngegend,NN,4395
Fleiss,Fleiß,NN,4395
Aufgeregtheit,Aufgeregtheit,NN,4395
früherem,früh,ADJA,4395
Volland,Volland,NN,4395
umfasste,umfasst,ADJA,4394.898404
schleichen,schleichen,VVINF,4394.813021
hinreichender,hinreichender,ADJA,4394.732739
Padre,UNKNOWN,NE,4394.722993
reproduzieren,reproduzieren,VVINF,4394.639731
gm,gm,FM,4394.528114
Weinort,Weinort,NN,4394.351617
korrigierte,korrigiert,ADJA,4394.106071
Korbjäger,Korbjäger,NN,4394
Fensterrahmen,Fensterrahmen,NN,4394
Blocksberg,Blocksberg,NE,4394
Zwirn,Zwirn,NN,4394
pluralistischen,pluralistisch,ADJA,4394
1316,@card@,CARD,4394
Sulzberg,Sulzberg,NE,4394
umriss,umreißen,VVFIN,4394
hommes,unknown,ADJA,4393.711524
Gewöhnliche,Gewöhnliche,NN,4393.430479
NS-Diktatur,unknown,NN,4393.090125
einräumen,einräumen,VVFIN,4393.020828
Verfehlung,Verfehlung,NN,4393
Klassenlotterie,Klassenlotterie,NN,4393
Impfschutz,Impfschutz,NN,4393
unbefestigten,unbefestigt,ADJA,4393
Hypo-Bank,Hypo-Bank,NN,4393
965,@card@,CARD,4393
Wahlausschuss,Wahlausschuss,NN,4393
Zeitnot,Zeitnot,NN,4393
ausgeklügeltes,ausgeklügelt,ADJA,4393
Blockbuster,UNKNOWN,NE,4392.98974
Basescu,UNKNOWN,NE,4392.389196
Sportgeschäft,Sportgeschäft,NN,4392.353789
Emnid,UNKNOWN,NE,4392.239524
gehn,UNKNOWN,NE,4392.099119
Wettkampfpause,Wettkampfpause,NN,4392
Hagener,Hagener,NN,4392
Massendemonstrationen,Massendemonstration,NN,4392
Bulldozer,Bulldozer,NN,4392
Frithjof,Frithjof,NE,4392
malaysische,malaysisch,ADJA,4392
mannschaftliche,mannschaftlich,ADJA,4392
Chu,UNKNOWN,NE,4391.928202
Laval,UNKNOWN,NE,4391.859204
verstauen,verstauen,VVINF,4391.719189
Bereit,bereit,ADJD,4391.544493
richtigerweise,unknown,ADJD,4391.350104
Nebenklägerin,Nebenklägerin,NN,4391
Teilstücke,Teilstück|Teilstücke,NN,4391
fiskalische,fiskalisch,ADJA,4391
Niederdreisbach,Niederdreisbach,NE,4391
Zuzenhausen,Zuzenhausen,NE,4390.823785
Abwehrkräfte,Abwehrkraft,NN,4390.750257
übrigbleiben,übrigbleiben,VVINF,4390.642665
Hama,UNKNOWN,NE,4390.591836
sth,sth,FM,4390.309574
Garz,UNKNOWN,NE,4390.232072
Bundestagsverwaltung,Bundestagsverwaltung,NN,4390
Sportjahr,Sportjahr,NN,4390
Lebensmittelüberwachung,Lebensmittelüberwachung,NN,4390
getönt,tönen,VVPP,4390
nachgespielt,nachspielen,VVPP,4390
Crews,Crew,NN,4390
innovativsten,innovativ,ADJA,4390
Assam,Assam,NE,4390
Flame,Flame,NN,4390
Wirtschaftsjahr,Wirtschaftsjahr,NN,4390
hinzukommt,hinzukommen,VVFIN,4390
Gurus,Guru,NN,4390
Gäfgen,UNKNOWN,NE,4389.832627
Zelaya,UNKNOWN,NE,4389.779631
weiterlaufen,weiterlaufen,VVPP,4389.711663
Rickert,UNKNOWN,NE,4389.42312
Haseloff,UNKNOWN,NE,4389.401672
Tequila,UNKNOWN,NE,4389.394311
anschreiben,anschreiben,VVINF,4389.004415
majestätisch,majestätisch,ADJD,4389
15.5,@card@,CARD,4389
Wirkt,wirken,VVFIN,4389
Bildungsforschung,Bildungsforschung,NN,4389
Neolithikum,Neolithikum,NN,4389
Subversion,Subversion,NN,4389
nordöstliche,nordöstlich,ADJA,4389
Fleißarbeit,Fleißarbeit,NN,4389
einführenden,einführend,ADJA,4389
Buddenbrooks,UNKNOWN,NE,4388.925476
Servieren,Servieren,NN,4388.880196
Steuermann,Steuermann,NN,4388.781118
Retzlaff,UNKNOWN,NE,4388.535687
Goldingen,Goldingen,NE,4388.367938
Demichelis,UNKNOWN,NE,4388.32359
Bekennenden,Bekennend|Bekennende,NN,4388.197332
Brände/,unknown,NE,4388.157498
Gesellschaftsschichten,Gesellschaftsschicht,NN,4388.107608
Katerina,Katerina,NE,4388
lesbare,lesbar,ADJA,4388
mittelmäßige,mittelmäßig,ADJA,4388
diskriminierende,diskriminierend,ADJA,4388
eklig,eklig,ADJD,4388
Staffelleiter,Staffelleiter,NN,4388
Goghs,Gogh,NE,4388
Hausanschlüsse,Hausanschluss,NN,4388
Schachtanlage,Schachtanlage,NN,4388
SS-,SS-,TRUNC,4388
627,@card@,CARD,4388
elastischen,elastisch,ADJA,4388
Kleinstaat,Kleinstaat,NN,4388
Kernbereiche,Kernbereich,NN,4388
Verhandeln,Verhandeln,NN,4387.889815
konzertierten,konzertiert,ADJA,4387.572223
bedachten,bedacht,ADJA,4387.549339
dh,dh,NE,4387.541854
Christian-Albrechts-Universität,unknown,NN,4387.470691
Gewerbesteuern,Gewerbesteuer,NN,4387.39188
Indonesia,UNKNOWN,NE,4387.277898
geraten,geraten,VVFIN,4387.044062
Nebenbahn,Nebenbahn,NN,4387
ziemliches,ziemlich,ADJA,4387
Wehrtechnik,Wehrtechnik,NN,4387
Trockenlegung,Trockenlegung,NN,4387
1800,@ord@,ADJA,4387
Elektronikindustrie,Elektronikindustrie,NN,4387
JFK,JFK,NE,4386.826238
Zeithorizont,Zeithorizont,NN,4386.725958
Petritsch,UNKNOWN,NE,4386.457107
schwerfallen,schwerfallen,VVINF,4386.225656
Haasis,UNKNOWN,NE,4386.111444
Listenplätze,Listenplatz,NN,4386
Worts,Wort,NN,4386
herausgespielten,herausgespielt,ADJA,4386
Beschaulichkeit,Beschaulichkeit,NN,4386
Oberstraße,Oberstraße,NN,4386
eingehe,eingehen,VVFIN,4386
68/,@card@,CARD,4386
Dekra,UNKNOWN,NE,4385.972862
Dreißigjährige,Dreißigjährig,NN,4385.862433
Paschtunen,Paschtune,NN,4385.666822
Kinderund,UNKNOWN,NN,4385.410493
gekapert,kapern,VVPP,4385.058767
schwarz-blauen,unknown,ADJA,4385.022396
Staude,Staude,NN,4385
Nahkampf,Nahkampf,NN,4385
807,@card@,CARD,4385
plausiblen,plausibel,ADJA,4385
labil,labil,ADJD,4385
Pilgrim,Pilgrim,NN,4385
Drogenfahnder,Drogenfahnder,NN,4385
Sommertour,Sommertour,NN,4385
entgingen,entgehen,VVFIN,4385
erklärenden,erklärend,ADJA,4385
Gondelbahn,Gondelbahn,NN,4385
freundschaftliches,freundschaftlich,ADJA,4385
Hussiten,Hussit,NN,4384.887568
Sanieren,Sanieren,NN,4384.764285
Folgen,folgen,VVFIN,4384.760815
Neuemissionen,Neuemission,NN,4384.733703
Teigwaren,Teigware,NN,4384.680843
hamburg,unknown,NN,4384.619293
England/,unknown,NE,4384.303473
wildesten,wild,ADJA,4384.248913
Gym,UNKNOWN,NE,4384.212582
Speedy,UNKNOWN,NE,4384.061797
MÄRKTE,Markt,NN,4384.043348
Moculescu,UNKNOWN,NE,4384.030718
1406,@card@,CARD,4384
